Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
Go,websocket,Web,non,non,oui,Découvrir,11,2025-08,"Package gorilla/websocket is a fast, well-tested and widely used WebSocket implementation for Go."
Go,terraformer,Autre,non,non,oui,Découvrir,6,2025-08,CLI tool to generate terraform files from existing infrastructure (reverse Terraform). Infrastructure to Code
Go,ai-gateway,API,non,non,oui,Découvrir,37,2025-08,Envoy AI Gateway is an open source project for using Envoy Gateway to handle request traffic from application clients to Generative AI services.
Go,opencode,ML,non,non,oui,Découvrir,234,2025-08,"AI coding agent, built for the terminal."
Go,kustomize,ML,,,,,3,2025-08,Customization of kubernetes YAML configurations
Go,ingress-nginx,Autre,non,non,oui,Découvrir,5,2025-08,Ingress NGINX Controller for Kubernetes
Go,HAMi,ML,non,non,oui,Découvrir,3,2025-08,Heterogeneous AI Computing Virtualization Middleware(Project under CNCF)
Go,nats.go,API,non,non,oui,Découvrir,8,2025-08,"Golang client for NATS, the cloud native messaging system."
Go,consul,Data,non,non,oui,Découvrir,4,2025-08,"Consul is a distributed, highly available, and data center aware solution to connect and configure applications across dynamic, distributed infrastructure."
Go,inngest,API,non,non,oui,Découvrir,22,2025-08,"The leading workflow orchestration platform. Run stateful step functions and AI workflows on serverless, servers, or the edge."
Go,validator,Autre,non,non,oui,Découvrir,5,2025-08,"💯Go Struct and Field validation, including Cross Field, Cross Struct, Map, Slice and Array diving"
Go,go-redis,API,non,non,oui,Découvrir,6,2025-08,Redis Go client
Go,jwt,Web,non,non,oui,Découvrir,9,2025-08,Go implementation of JSON Web Tokens (JWT).
TypeScript,puppeteer,Web,non,non,oui,Découvrir,26,2025-08,JavaScript API for Chrome and Firefox
TypeScript,WrenAI,NLP,non,non,oui,Découvrir,119,2025-08,"⚡️Wren AI is your GenBI Agent, that you can query any database with natural language, get accurate SQL(Text-to-SQL), charts(Text-to-Charts) & AI-generated insights in seconds."
TypeScript,hyprnote,ML,non,non,oui,Découvrir,174,2025-08,Local-first AI Notepad for Private Meetings
TypeScript,linkwarden,Autre,non,non,oui,Découvrir,70,2025-08,"⚡️⚡️⚡️ Self-hosted collaborative bookmark manager to collect, read, annotate, and fully preserve what matters, all in one place."
TypeScript,puck,Autre,non,non,oui,Découvrir,27,2025-08,The visual editor for React
TypeScript,open-saas,Autre,non,non,oui,Découvrir,104,2025-08,"A free, open-source SaaS app starter for React & Node.js with superpowers. Full-featured. Community-driven."
TypeScript,prompt-optimizer,Autre,non,non,oui,Découvrir,375,2025-08,一款提示词优化器，助力于编写高质量的提示词
TypeScript,playwright,Web,non,non,oui,Découvrir,56,2025-08,"Playwright is a framework for Web Testing and Automation. It allows testing Chromium, Firefox and WebKit with a single API."
TypeScript,waha,Web,non,non,oui,Découvrir,349,2025-08,"WAHA - WhatsApp HTTP API (REST API) that you can configure in a click! 3 engines: WEBJS (browser based), NOWEB (websocket nodejs), GOWS (websocket go)"
TypeScript,payload,Web,non,non,oui,Découvrir,26,2025-08,"Payload is the open-source, fullstack Next.js framework, giving you instant backend superpowers. Get a full TypeScript backend and admin panel instantly. Use Payload as a headless CMS or for building powerful applications."
TypeScript,DefinitelyTyped,Autre,non,non,oui,Découvrir,8,2025-08,The repository for high quality TypeScript type definitions.
TypeScript,outline,Autre,non,non,oui,Découvrir,200,2025-08,"The fastest knowledge base for growing teams. Beautiful, realtime collaborative, feature packed, and markdown compatible."
Java,nem,Autre,non,non,oui,Découvrir,154,2025-08,number go up 💹
Java,traccar,Autre,non,non,oui,Découvrir,93,2025-08,Traccar GPS Tracking System
Java,conductor,Autre,non,non,oui,Découvrir,61,2025-08,Conductor is an event driven orchestration platform providing durable and highly resilient execution engine for your applications
Java,paimon,ML,non,non,oui,Découvrir,6,2025-08,Apache Paimon is a lake format that enables building a Realtime Lakehouse Architecture with Flink and Spark for both streaming and batch operations.
Java,langchain4j,ML,non,non,oui,Découvrir,13,2025-08,Java version of LangChain
Java,quarkus,Autre,non,non,oui,Découvrir,5,2025-08,Quarkus: Supersonic Subatomic Java.
Java,tomcat,Autre,non,non,oui,Découvrir,4,2025-08,Apache Tomcat
Java,libgdx,Web,non,non,oui,Découvrir,7,2025-08,Desktop/Android/HTML5/iOS Java game development framework
Java,iceberg,Autre,non,non,oui,Découvrir,8,2025-08,Apache Iceberg
Java,micrometer,Autre,non,non,oui,Découvrir,3,2025-08,"An application observability facade for the most popular observability tools. Think SLF4J, but for observability."
Java,trino,API,non,non,oui,Découvrir,7,2025-08,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)"
Java,hadoop,Autre,non,non,oui,Découvrir,1,2025-08,Apache Hadoop
Java,spring-ai-examples,Autre,,,,,4,2025-08,Pas de description
Java,Chat2DB,API,non,non,oui,Découvrir,17,2025-08,"🔥🔥🔥AI-driven database tool and SQL client, The hottest GUI client, supporting MySQL, Oracle, PostgreSQL, DB2, SQL Server, DB2, SQLite, H2, ClickHouse, and more."
Java,gravitee-api-management,API,non,non,oui,Découvrir,2,2025-08,Gravitee.io - OpenSource API Management
Java,debezium,Data,non,non,oui,Découvrir,7,2025-08,Change data capture for a variety of databases. Please log issues at https://issues.redhat.com/browse/DBZ.
Java,fluss,Data,non,non,oui,Découvrir,1,2025-08,Apache Fluss is a streaming storage built for real-time analytics.
Java,product-is,API,non,non,oui,Découvrir,0,2025-08,"Welcome to the WSO2 Identity Server source code! For info on working with the WSO2 Identity Server repository and contributing code, click the link below."
Java,nacos,ML,,,,,3,2025-08,"an easy-to-use dynamic service discovery, configuration and service management platform for building AI cloud native applications."
Java,data-prepper,Data,non,non,oui,Découvrir,2,2025-08,"OpenSearch Data Prepper is a component of the OpenSearch project that accepts, filters, transforms, enriches, and routes data at scale."
Jupyter,LLMs-from-scratch,NLP,,,,,126,2025-08,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step"
Jupyter,Python-100-Days,Autre,,,,,53,2025-08,Python - 100天从新手到大师
Jupyter,llm-app,API,non,non,oui,Découvrir,58,2025-08,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
Jupyter,langchain,NLP,,,,,89,2025-08,🦜🔗 Build context-aware reasoning applications
Jupyter,TinyTroupe,NLP,non,non,oui,Découvrir,21,2025-08,LLM-powered multiagent persona simulation for imagination enhancement and business insights.
Jupyter,Qwen2.5-VL,NLP,,,,,22,2025-08,"Qwen2.5-VL is the multimodal large language model series developed by Qwen team, Alibaba Cloud."
Jupyter,DeepLearningExamples,ML,non,non,oui,Découvrir,2,2025-08,State-of-the-Art Deep Learning scripts organized by models - easy to train and deploy with reproducible accuracy and performance on enterprise-grade infrastructure.
Jupyter,llm_engineering,NLP,non,non,oui,Découvrir,13,2025-08,Repo to accompany my mastering LLM engineering course
Jupyter,learn-agentic-ai,ML,non,non,oui,Découvrir,8,2025-08,"Learn Agentic AI using Dapr Agentic Cloud Ascent (DACA) Design Pattern and Agent-Native Cloud Technologies: OpenAI Agents SDK, Memory, MCP, A2A, Knowledge Graphs, Dapr, Rancher Desktop, and Kubernetes."
Jupyter,AI-Gateway,API,non,non,oui,Découvrir,9,2025-08,"APIM ❤️ AI - This repo contains experiments on Azure API Management's AI capabilities, integrating with Azure OpenAI, AI Foundry, and much more 🚀 . New workshop experience at https://aka.ms/ai-gateway/workshop"
Jupyter,azureml-examples,ML,non,non,oui,Découvrir,0,2025-08,"Official community-driven Azure Machine Learning examples, tested with GitHub Actions."
Jupyter,Anime4K,Autre,non,non,oui,Découvrir,11,2025-08,A High-Quality Real Time Upscaler for Anime Video
Jupyter,google-research,Autre,non,non,oui,Découvrir,9,2025-08,Google Research
Jupyter,notebooks,ML,non,non,oui,Découvrir,18,2025-08,"A collection of tutorials on state-of-the-art computer vision models and techniques. Explore everything from foundational architectures like ResNet to cutting-edge models like YOLO11, RT-DETR, SAM 2, Florence-2, PaliGemma 2, and Qwen2.5VL."
Jupyter,yolov7,ML,non,non,oui,Découvrir,3,2025-08,Implementation of paper - YOLOv7: Trainable bag-of-freebies sets new state-of-the-art for real-time object detectors
Jupyter,fabric-toolbox,Autre,non,non,oui,Découvrir,2,2025-08,"Fabric toolbox is a repository of tools, accelerators, scripts, and samples to accelerate your success with Microsoft Fabric, brought to you by Fabric CAT."
Jupyter,sam2,ML,non,non,oui,Découvrir,12,2025-08,"The repository provides code for running inference with the Meta Segment Anything Model 2 (SAM 2), links for downloading the trained model checkpoints, and example notebooks that show how to use the model."
