Langage,Nom,Type,Déjà_connu,Maîtrise,À_travailler,Objectif_personnel,Étoiles,Date,Description
TypeScript,director,API,,,,,21,2025-07,Connect any LLM to any MCP server in seconds. Local-first. 100% free and open source.
TypeScript,umami,Data,,,,,43,2025-07,"Umami is a modern, privacy-focused alternative to Google Analytics."
Java,kafka,Autre,,,,,11,2025-07,Mirror of Apache Kafka
Java,commons-lang,Autre,,,,,0,2025-07,Apache Commons Lang
Java,DSA-Bootcamp-Java,Data,,,,,21,2025-07,"This repository consists of the code samples, assignments, and notes for the Java data structures & algorithms + interview preparation bootcamp of WeMakeDevs."
Java,lawnchair,Autre,,,,,15,2025-07,No clever tagline needed.
Java,doris,Data,,,,,6,2025-07,"Apache Doris is an easy-to-use, high performance and unified analytics database."
Java,Java,Autre,,,,,24,2025-07,All Algorithms implemented in Java
Java,wvp-GB28181-pro,Web,,,,,5,2025-07,WEB VIDEO PLATFORM是一个基于GB28181-2016标准实现的网络视频平台，支持NAT穿透，支持海康、大华、宇视等品牌的IPC、NVR、DVR接入。支持国标级联，支持rtsp/rtmp等视频流转发到国标平台，支持rtsp/rtmp等推流转发到国标平台。
Java,fineract,Autre,,,,,1,2025-07,Apache Fineract
Java,hbase,Autre,,,,,0,2025-07,Apache HBase
Java,intellij-community,Autre,,,,,8,2025-07,IntelliJ IDEA Community Edition & IntelliJ Platform
Java,langchain4j,ML,,,,,14,2025-07,Java version of LangChain
Java,trino,API,,,,,8,2025-07,"Official repository of Trino, the distributed SQL query engine for big data, formerly known as PrestoSQL (https://trino.io)"
Java,nifi,Autre,,,,,4,2025-07,Apache NiFi
Java,netty,Web,,,,,8,2025-07,Netty project - an event-driven asynchronous network application framework
Java,pulsar,Autre,,,,,6,2025-07,Apache Pulsar - distributed pub-sub messaging system
Java,xxl-job,Web,,,,,11,2025-07,A distributed task scheduling framework.（分布式任务调度平台XXL-JOB）
Java,forge,Autre,,,,,6,2025-07,An unofficial rules engine for the world's greatest card game.
Java,skywalking,Autre,,,,,5,2025-07,"APM, Application Performance Monitoring System"
Java,dd-trace-java,API,,,,,0,2025-07,Datadog APM client for Java
Java,nacos,ML,,,,,6,2025-07,"an easy-to-use dynamic service discovery, configuration and service management platform for building AI cloud native applications."
Java,cassandra,Autre,,,,,1,2025-07,Apache Cassandra®
Java,zookeeper,Autre,,,,,0,2025-07,Apache ZooKeeper
Java,dbeaver,API,,,,,22,2025-07,Free universal database tool and SQL client
Java,flink,Autre,,,,,6,2025-07,Apache Flink
Jupyter,segment-anything,ML,,,,,23,2025-07,"The repository provides code for running inference with the SegmentAnything Model (SAM), links for downloading the trained model checkpoints, and example notebooks that show how to use the model."
Jupyter,llm-app,API,,,,,160,2025-07,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more."
Jupyter,Qwen2.5-VL,NLP,,,,,28,2025-07,"Qwen2.5-VL is the multimodal large language model series developed by Qwen team, Alibaba Cloud."
Jupyter,sam2,ML,,,,,34,2025-07,"The repository provides code for running inference with the Meta Segment Anything Model 2 (SAM 2), links for downloading the trained model checkpoints, and example notebooks that show how to use the model."
Jupyter,AI-For-Beginners,ML,,,,,43,2025-07,"12 Weeks, 24 Lessons, AI for All!"
Jupyter,generative-ai-for-beginners,ML,,,,,57,2025-07,"21 Lessons, Get Started Building with Generative AI 🔗 https://microsoft.github.io/generative-ai-for-beginners/"
Jupyter,mlops-zoomcamp,Data,,,,,13,2025-07,Free MLOps course from DataTalks.Club
Jupyter,rag-from-scratch,Autre,,,,,4,2025-07,Pas de description
Jupyter,GenAI_Agents,ML,,,,,57,2025-07,"This repository provides tutorials and implementations for various Generative AI Agent techniques, from basic to advanced. It serves as a comprehensive guide for building intelligent, interactive AI systems."
Jupyter,langchain-academy,Autre,,,,,8,2025-07,Pas de description
Jupyter,RAG_Techniques,NLP,,,,,37,2025-07,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and contextually rich responses.
Jupyter,learn-agentic-ai,ML,,,,,9,2025-07,"Learn Agentic AI using Dapr Agentic Cloud Ascent (DACA) Design Pattern and Agent-Native Cloud Technologies: OpenAI Agents SDK, Memory, MCP, A2A, Knowledge Graphs, Dapr, Rancher Desktop, and Kubernetes."
Jupyter,gateway-api-inference-extension,API,,,,,3,2025-07,Gateway API Inference Extension
Jupyter,ml-course-hse,Autre,,,,,5,2025-07,Машинное обучение на ФКН ВШЭ
Jupyter,deepmind-research,ML,,,,,1,2025-07,This repository contains implementations and illustrative code to accompany DeepMind publications
Jupyter,ai-engineering-hub,NLP,,,,,85,2025-07,"In-depth tutorials on LLMs, RAGs and real-world AI agent applications."
Jupyter,Python-100-Days,Autre,,,,,69,2025-07,Python - 100天从新手到大师
Jupyter,langchain,NLP,,,,,94,2025-07,🦜🔗 Build context-aware reasoning applications
Jupyter,fabric-toolbox,Autre,,,,,3,2025-07,"Fabric toolbox is a repository of tools, accelerators, scripts, and samples to accelerate your success with Microsoft Fabric, brought to you by Fabric CAT."
Jupyter,Isaac-GR00T,ML,,,,,7,2025-07,NVIDIA Isaac GR00T N1.5 is the world's first open foundation model for generalized humanoid robot reasoning and skills.
Jupyter,Data-Science-Projects,Data,,,,,4,2025-07,Collection of data science projects in Python
